"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","assigned_to_rowid","assigned_by_rowid","assigned_datetime","assignment_status","remarks"
"49093000000172316","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157616","49093000000157127","49093000000157179","2025-09-05 10:19:19","In Progress","Quasi pariatur non alias accusamus similique excepturi nisi rem."
"49093000000172317","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157617","49093000000157090","49093000000157088","2025-12-02 10:02:53","In Progress","Ipsa illum quaerat quam earum saepe alias saepe ullam nemo mollitia voluptatum."
"49093000000172318","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157618","49093000000157101","49093000000157135","2026-03-21 15:51:28","Assigned","Ipsum dignissimos accusantium aut neque quisquam aliquam odio."
"49093000000172319","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157619","49093000000157181","49093000000157159","2025-12-27 07:48:11","Completed","Ipsum porro natus voluptas quia libero in qui quis."
"49093000000172320","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157620","49093000000157054","49093000000157184","2025-03-14 19:27:16","Completed","Illum quos tempora a corporis nam veritatis ipsum possimus."
"49093000000172321","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157621","49093000000157070","49093000000157046","2026-04-09 07:46:16","Reassigned","Inventore facilis reprehenderit enim beatae numquam fugiat vero natus unde eum."
"49093000000172322","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157622","49093000000157079","49093000000157173","2024-10-12 07:46:57","In Progress","Occaecati veniam eos vel eaque doloribus officia tempore nam est harum recusandae."
"49093000000172323","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157623","49093000000157136","49093000000157097","2026-01-02 00:04:27","Assigned","Earum minima dolor esse distinctio similique eveniet facere quam."
"49093000000172324","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157624","49093000000157129","49093000000157196","2026-04-17 13:19:50","Assigned","Esse modi voluptates eum libero nesciunt quis eaque animi vel odio minima corporis."
"49093000000172325","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157625","49093000000157171","49093000000157078","2025-10-30 05:43:17","Assigned","Id aperiam sit expedita odit assumenda quam sunt."
"49093000000172326","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157626","49093000000157039","49093000000157102","2025-06-09 09:36:04","In Progress","Dolore eligendi consectetur eveniet repudiandae eos eligendi voluptas reiciendis tempore atque."
"49093000000172327","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157627","49093000000157076","49093000000157063","2026-04-24 14:24:42","Assigned","Dicta quibusdam molestias cum distinctio debitis dignissimos quas."
"49093000000172328","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157628","49093000000157041","49093000000157154","2025-08-01 11:42:11","In Progress","Nulla aut nostrum sequi reprehenderit culpa optio."
"49093000000172329","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157629","49093000000157106","49093000000157052","2025-10-30 18:21:54","Completed","Accusantium temporibus omnis tempora sint occaecati placeat repellat cum distinctio eligendi."
"49093000000172330","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157630","49093000000157112","49093000000157118","2025-08-01 05:53:59","Completed","Sed amet quaerat numquam aspernatur eveniet praesentium ipsam."
"49093000000172331","49093000000013007","2026-06-28 14:06:29:495","2026-06-28 14:06:29:495","49093000000157631","49093000000157053","49093000000157197","2025-10-22 12:58:40","Completed","Enim iste voluptatibus quos tenetur eveniet voluptatum maxime similique dolores tenetur."
"49093000000172332","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157632","49093000000157104","49093000000157189","2025-09-09 03:26:06","Reassigned","Aut sint aspernatur cum magnam esse optio nostrum totam ipsam."
"49093000000172333","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157633","49093000000157088","49093000000157049","2025-06-01 06:18:11","Completed","Neque nobis minus libero odit minus porro temporibus."
"49093000000172334","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157634","49093000000157175","49093000000157168","2025-01-28 08:22:21","Reassigned","Tempora corporis numquam nisi non modi quidem facilis libero quod."
"49093000000172335","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157635","49093000000157119","49093000000157132","2025-03-27 03:19:28","Completed","Nesciunt assumenda consectetur dignissimos error hic."
"49093000000172336","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157636","49093000000157211","49093000000157041","2025-05-20 11:10:16","Completed","Nostrum id minima doloremque aspernatur atque at ratione aliquam maxime nostrum minima."
"49093000000172337","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157637","49093000000157086","49093000000157176","2025-08-23 21:51:38","Completed","Eius cupiditate deserunt commodi quaerat alias necessitatibus autem dolorem sed assumenda."
"49093000000172338","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157638","49093000000157191","49093000000157088","2025-03-20 23:19:29","Completed","Autem dolorum maxime error hic maiores."
"49093000000172339","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157639","49093000000157155","49093000000157039","2026-02-09 14:04:38","Completed","Fugit assumenda recusandae autem aperiam doloribus veritatis vero minus eligendi blanditiis laboriosam voluptate."
"49093000000172340","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157640","49093000000157158","49093000000157029","2024-08-23 08:52:39","Reassigned","Ipsa soluta maiores asperiores praesentium ea."
"49093000000172341","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157641","49093000000157095","49093000000157182","2025-08-27 07:39:20","Assigned","Dolores eum error voluptatem officiis vel tempore numquam ut modi."
"49093000000172342","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157642","49093000000157057","49093000000157174","2025-02-13 02:47:17","In Progress","Recusandae aliquam atque consequatur eius laudantium."
"49093000000172343","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157643","49093000000157145","49093000000157061","2025-02-07 20:29:04","Reassigned","Nobis nostrum ab cum corrupti nulla quidem doloribus consequuntur et."
"49093000000172344","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157644","49093000000157069","49093000000157108","2025-03-26 16:52:36","Completed","Dolorum eum officiis animi excepturi dolorem recusandae illum quas impedit sapiente non."
"49093000000172345","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157645","49093000000157139","49093000000157139","2024-07-18 23:41:56","Assigned","Ipsa magnam recusandae ex placeat incidunt nemo quia vitae sapiente voluptates."
"49093000000172346","49093000000013007","2026-06-28 14:06:29:496","2026-06-28 14:06:29:496","49093000000157646","49093000000157138","49093000000157173","2025-11-26 17:57:10","Completed","Rem placeat odit fuga architecto hic magnam facilis explicabo assumenda error aliquam dolorem."
"49093000000172347","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157647","49093000000157130","49093000000157214","2025-06-01 10:40:46","In Progress","Sunt sed aut doloribus dicta adipisci sunt sint quis ullam corporis officiis nam."
"49093000000172348","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157648","49093000000157073","49093000000157095","2024-10-01 10:48:49","Completed","Quibusdam iure saepe repellendus dolor odit voluptatem."
"49093000000172349","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157649","49093000000157163","49093000000157070","2025-06-16 05:57:40","Reassigned","Voluptate laudantium voluptates similique consequuntur quidem fugit sit molestias quidem."
"49093000000172350","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157650","49093000000157210","49093000000157029","2026-05-11 20:40:46","Completed","Magnam pariatur laborum fugiat nostrum pariatur velit corrupti amet ducimus inventore."
"49093000000172351","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157651","49093000000157113","49093000000157154","2026-04-19 08:44:35","Completed","Aut sequi sint numquam alias ducimus ratione praesentium temporibus ullam nobis."
"49093000000172352","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157652","49093000000157043","49093000000157079","2026-05-30 23:07:31","Reassigned","Necessitatibus nihil error voluptatem perspiciatis maiores id."
"49093000000172353","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157653","49093000000157050","49093000000157135","2026-02-06 17:19:59","Completed","Rem facere ipsum sint quia provident eveniet quisquam ea modi dolore praesentium."
"49093000000172354","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157654","49093000000157033","49093000000157134","2024-12-18 20:59:36","Assigned","Accusantium tenetur atque excepturi expedita ducimus excepturi expedita."
"49093000000172355","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157655","49093000000157122","49093000000157210","2024-11-22 10:36:17","Assigned","Reprehenderit officiis dignissimos quaerat odit sint assumenda beatae ratione voluptatem unde soluta."
"49093000000172356","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157656","49093000000157128","49093000000157145","2026-04-24 03:53:03","Reassigned","Inventore accusamus sequi molestiae velit voluptatem similique autem quia suscipit eos repellendus."
"49093000000172357","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157657","49093000000157210","49093000000157183","2026-06-14 04:46:33","In Progress","Incidunt animi a repudiandae esse esse similique quae."
"49093000000172358","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157658","49093000000157106","49093000000157045","2025-09-17 16:37:15","Completed","Provident corrupti qui voluptate delectus quibusdam at temporibus."
"49093000000172359","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157659","49093000000157195","49093000000157140","2026-05-29 11:31:57","Completed","Non autem rerum enim placeat nesciunt quidem numquam id aliquid eos eveniet inventore."
"49093000000172360","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157660","49093000000157109","49093000000157148","2026-01-12 14:05:26","Reassigned","Reprehenderit doloremque ratione delectus dolorem doloremque voluptatum nesciunt tempora."
"49093000000172361","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157661","49093000000157211","49093000000157031","2024-11-09 15:22:34","Reassigned","Totam nemo rerum voluptatibus quas enim tempore ipsam fugiat."
"49093000000172362","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157662","49093000000157166","49093000000157155","2025-10-20 10:54:03","Completed","Impedit voluptatem et iure in illum quos autem quibusdam magni eligendi minus unde."
"49093000000172363","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157663","49093000000157079","49093000000157151","2025-12-19 21:28:50","Reassigned","Aliquam natus eos excepturi officiis aliquam maxime voluptatum nihil ullam quod rerum odit."
"49093000000172364","49093000000013007","2026-06-28 14:06:29:497","2026-06-28 14:06:29:497","49093000000157664","49093000000157213","49093000000157173","2025-07-06 17:41:30","In Progress","Laborum expedita id cupiditate nulla laborum."
"49093000000172365","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157665","49093000000157131","49093000000157085","2026-06-18 02:31:22","Reassigned","Corrupti natus rem earum optio corrupti suscipit voluptates."
"49093000000172366","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157666","49093000000157108","49093000000157109","2025-11-22 20:17:20","Reassigned","Deleniti molestias laudantium et ullam quos soluta libero est quos quo vel."
"49093000000172367","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157667","49093000000157047","49093000000157077","2025-09-09 21:35:39","Completed","Accusantium officiis doloribus eius amet possimus et dolor sint fuga."
"49093000000172368","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157668","49093000000157186","49093000000157214","2025-07-16 23:28:20","Completed","Nobis aut magnam veniam accusamus earum exercitationem neque."
"49093000000172369","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157669","49093000000157031","49093000000157062","2024-10-01 07:15:42","Reassigned","Quas quia beatae corrupti aliquid modi exercitationem rerum nam laudantium fugit quasi."
"49093000000172370","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157670","49093000000157036","49093000000157155","2026-04-30 06:32:21","Completed","Odio dolorem quaerat debitis deleniti minima in dolorum commodi officiis."
"49093000000172371","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157671","49093000000157138","49093000000157118","2025-03-23 15:27:21","Reassigned","Omnis consectetur veniam nostrum natus aliquid vel quasi."
"49093000000172372","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157672","49093000000157166","49093000000157131","2025-02-13 15:35:44","Completed","Earum maxime illum ex voluptate quas culpa nihil."
"49093000000172373","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157673","49093000000157073","49093000000157204","2025-10-12 03:49:31","Completed","At eum error accusamus mollitia reprehenderit."
"49093000000172374","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157674","49093000000157069","49093000000157048","2025-05-29 02:32:59","In Progress","Fugiat voluptatum nihil quod odio consectetur dolorum veniam ratione perspiciatis dignissimos alias."
"49093000000172375","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157675","49093000000157144","49093000000157152","2025-09-26 14:41:50","In Progress","Officiis nobis tenetur ad ea fuga omnis quasi."
"49093000000172376","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157676","49093000000157138","49093000000157087","2025-01-21 00:45:10","Reassigned","Earum voluptatem distinctio fuga non dolorum quaerat."
"49093000000172377","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157677","49093000000157164","49093000000157108","2026-03-05 16:37:18","Reassigned","Ab reprehenderit dignissimos rem quae harum harum voluptas eligendi eveniet sint rerum."
"49093000000172378","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157678","49093000000157036","49093000000157050","2025-03-25 07:51:28","In Progress","Earum ut sequi deserunt optio quas eaque ex expedita ad officia repudiandae."
"49093000000172379","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157679","49093000000157198","49093000000157207","2025-05-12 03:04:32","Assigned","Nobis perferendis distinctio eius est iure dolor eligendi est corrupti."
"49093000000172380","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157680","49093000000157101","49093000000157057","2025-05-07 11:28:47","Assigned","Expedita id at fugiat et est tempore voluptas fugiat."
"49093000000172381","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157681","49093000000157060","49093000000157127","2024-10-17 21:25:41","In Progress","Nobis laborum quasi architecto qui ullam quas odio error voluptates."
"49093000000172382","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157682","49093000000157074","49093000000157116","2026-03-31 15:37:27","In Progress","Officiis nemo fugiat ut reiciendis repudiandae beatae temporibus voluptatem blanditiis libero maxime."
"49093000000172383","49093000000013007","2026-06-28 14:06:29:498","2026-06-28 14:06:29:498","49093000000157683","49093000000157043","49093000000157190","2025-03-18 17:29:33","Assigned","Aspernatur ratione itaque dolor debitis fuga dicta cum dolore cum."
"49093000000172384","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157684","49093000000157057","49093000000157141","2024-11-20 01:35:36","Completed","Quibusdam iste ipsum provident sit praesentium velit veritatis ex eius velit."
"49093000000172385","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157685","49093000000157049","49093000000157035","2025-11-21 14:12:06","In Progress","Perferendis dolor dolores voluptates omnis ratione tempora debitis adipisci praesentium nam."
"49093000000172386","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157686","49093000000157067","49093000000157063","2025-05-01 17:28:14","Completed","Aliquam illo inventore velit illum excepturi temporibus."
"49093000000172387","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157687","49093000000157162","49093000000157032","2026-04-14 12:42:24","Assigned","At reiciendis voluptas pariatur qui velit tenetur."
"49093000000172388","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157688","49093000000157031","49093000000157050","2024-12-04 15:34:40","Assigned","Voluptate quibusdam vel dolor rem necessitatibus ipsa sit."
"49093000000172389","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157689","49093000000157153","49093000000157207","2025-12-25 09:13:37","Assigned","Vel quasi dolor magni qui ullam optio molestiae numquam ducimus doloremque dicta deleniti."
"49093000000172390","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157690","49093000000157113","49093000000157179","2025-12-22 11:44:52","Reassigned","Sapiente incidunt alias odit praesentium ipsam aliquid quae."
"49093000000172391","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157691","49093000000157102","49093000000157104","2025-12-06 13:44:29","In Progress","Similique deserunt vero illum ipsum beatae earum animi."
"49093000000172392","49093000000013007","2026-06-28 14:06:29:499","2026-06-28 14:06:29:499","49093000000157692","49093000000157032","49093000000157072","2025-08-20 07:35:52","Assigned","Nesciunt at maxime consequatur consectetur magni impedit."
"49093000000172393","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157693","49093000000157105","49093000000157112","2025-05-18 21:44:30","Assigned","Molestiae consequuntur numquam optio ipsam vel quae est delectus dignissimos deleniti."
"49093000000172394","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157694","49093000000157088","49093000000157141","2025-07-22 17:44:11","Reassigned","Perferendis dicta quam inventore ea ad."
"49093000000172395","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157695","49093000000157045","49093000000157073","2025-08-26 16:45:38","Assigned","Velit maiores distinctio consectetur hic amet odit dolorum consectetur nihil libero exercitationem."
"49093000000172396","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157696","49093000000157205","49093000000157092","2024-07-06 19:52:56","Completed","Qui quas quos sunt dignissimos consequatur laudantium."
"49093000000172397","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157697","49093000000157124","49093000000157094","2026-01-07 15:48:42","Completed","Optio aspernatur possimus nobis impedit maiores quia sint commodi et in sint."
"49093000000172398","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157698","49093000000157195","49093000000157198","2026-01-31 00:35:30","In Progress","Necessitatibus facilis eos magni eligendi alias similique eligendi accusamus natus pariatur eum fugit."
"49093000000172399","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157699","49093000000157036","49093000000157129","2025-07-18 19:34:17","In Progress","Quae fuga odit labore alias quas vel distinctio sunt voluptate molestiae."
"49093000000172400","49093000000013007","2026-06-28 14:06:29:500","2026-06-28 14:06:29:500","49093000000157700","49093000000157133","49093000000157131","2025-03-19 23:53:50","Reassigned","Totam maxime vero numquam voluptatum assumenda optio."
"49093000000172401","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157701","49093000000157073","49093000000157158","2025-09-02 05:37:08","Reassigned","Deserunt voluptate eveniet aperiam laboriosam consequatur veritatis placeat aliquid accusamus."
"49093000000172402","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157702","49093000000157181","49093000000157032","2025-07-18 12:50:08","Completed","Reiciendis officia deserunt corrupti dolorem repellendus quae officia similique laboriosam in quo enim."
"49093000000172403","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157703","49093000000157163","49093000000157085","2025-07-14 19:31:08","Completed","Sunt ab veniam magnam atque voluptatem delectus."
"49093000000172404","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157704","49093000000157182","49093000000157144","2025-06-22 07:41:54","Assigned","Officia nobis ab explicabo voluptatibus consectetur laboriosam culpa praesentium at dignissimos praesentium repellendus."
"49093000000172405","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157705","49093000000157153","49093000000157061","2026-06-20 03:18:46","Completed","Sunt impedit cumque expedita eligendi odio dolores dicta similique impedit provident enim facere."
"49093000000172406","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157706","49093000000157129","49093000000157059","2026-06-21 06:09:21","Assigned","Consectetur sapiente ducimus illum aliquam minima quas vitae est."
"49093000000172407","49093000000013007","2026-06-28 14:06:29:501","2026-06-28 14:06:29:501","49093000000157707","49093000000157083","49093000000157061","2026-06-07 16:24:35","Assigned","Mollitia porro numquam nisi voluptates iusto illum deleniti voluptatum harum iusto distinctio."
"49093000000172408","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157708","49093000000157133","49093000000157150","2026-05-20 04:42:47","Assigned","Molestiae adipisci a recusandae culpa assumenda aut tempora."
"49093000000172409","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157709","49093000000157134","49093000000157200","2024-11-20 14:04:39","In Progress","Ea molestiae reprehenderit illum numquam adipisci delectus inventore."
"49093000000172410","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157710","49093000000157115","49093000000157116","2026-04-01 13:34:20","Assigned","Mollitia error illum non ipsum iure sed iusto autem."
"49093000000172411","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157711","49093000000157131","49093000000157053","2025-11-25 09:25:59","In Progress","Nostrum laboriosam assumenda deserunt iusto tenetur repellendus sit vero molestiae praesentium repudiandae nostrum."
"49093000000172412","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157712","49093000000157190","49093000000157034","2026-06-19 21:15:46","In Progress","Ut eveniet commodi voluptas possimus debitis nemo autem iure nesciunt maxime ad magnam."
"49093000000172413","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157713","49093000000157069","49093000000157146","2024-08-05 02:23:38","In Progress","Veritatis commodi optio ea deleniti voluptatem vero inventore placeat voluptates nulla."
"49093000000172414","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157714","49093000000157135","49093000000157127","2025-08-15 04:41:50","Completed","Earum ipsum fugiat dolores quia voluptatum consequatur facere vitae consequatur alias delectus quasi."
"49093000000172415","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157715","49093000000157147","49093000000157085","2026-05-07 15:38:04","Completed","Ipsa ea nihil sequi iure quas animi cumque modi eum cumque ex error."
"49093000000172416","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157716","49093000000157055","49093000000157211","2025-11-04 15:45:58","Assigned","Esse minus molestiae corrupti veniam molestias recusandae molestias."
"49093000000172417","49093000000013007","2026-06-28 14:06:29:502","2026-06-28 14:06:29:502","49093000000157717","49093000000157060","49093000000157195","2026-04-14 13:05:20","Assigned","Expedita neque doloribus iste aliquam dicta soluta harum pariatur."
"49093000000172418","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157718","49093000000157119","49093000000157195","2025-11-15 08:01:26","Assigned","Quas quae id numquam eligendi natus nisi ullam magnam."
"49093000000172419","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157719","49093000000157157","49093000000157169","2026-05-07 08:13:31","Completed","In odit voluptas expedita magnam quae soluta maxime."
"49093000000172420","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157720","49093000000157201","49093000000157087","2024-07-16 08:24:54","Assigned","Totam dicta occaecati saepe nobis et."
"49093000000172421","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157721","49093000000157149","49093000000157183","2025-06-07 16:10:51","Assigned","Assumenda sunt aliquid tenetur repellat voluptatem deleniti culpa et temporibus soluta aliquid architecto."
"49093000000172422","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157722","49093000000157068","49093000000157094","2026-06-24 19:43:42","Completed","Facilis laborum ea tempore soluta accusantium cumque."
"49093000000172423","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157723","49093000000157092","49093000000157064","2025-03-08 17:16:44","In Progress","Ab beatae dolor dolorum quisquam consequuntur tempore quidem necessitatibus ut ad."
"49093000000172424","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157724","49093000000157127","49093000000157136","2026-06-23 07:15:13","In Progress","Debitis fugit maiores autem et delectus molestiae pariatur."
"49093000000172425","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157725","49093000000157039","49093000000157070","2026-03-13 06:35:40","In Progress","Alias velit porro hic magnam quae animi neque ratione."
"49093000000172426","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157726","49093000000157199","49093000000157050","2026-01-02 15:50:43","In Progress","Corporis eius dolorem quo fugit doloribus nisi nihil veritatis mollitia atque aliquid."
"49093000000172427","49093000000013007","2026-06-28 14:06:29:503","2026-06-28 14:06:29:503","49093000000157727","49093000000157068","49093000000157181","2024-08-30 15:27:17","Assigned","Inventore similique pariatur voluptates fuga nam sapiente ex voluptate vitae qui perferendis."
"49093000000172428","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157728","49093000000157060","49093000000157155","2024-11-09 09:28:19","Completed","Possimus rerum libero sunt eaque ducimus unde totam dignissimos error assumenda a deleniti."
"49093000000172429","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157729","49093000000157093","49093000000157199","2024-12-10 23:56:15","Reassigned","Aut mollitia alias ad tenetur laboriosam sunt occaecati minima reiciendis."
"49093000000172430","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157730","49093000000157167","49093000000157179","2025-06-08 07:45:34","In Progress","Sint nam eos molestiae consequuntur magnam earum."
"49093000000172431","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157731","49093000000157142","49093000000157158","2026-05-05 05:44:44","Assigned","Suscipit maxime earum vel incidunt debitis."
"49093000000172432","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157732","49093000000157170","49093000000157103","2025-02-03 23:13:22","In Progress","Eaque totam quaerat quo nisi amet numquam accusamus voluptate rem."
"49093000000172433","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157733","49093000000157042","49093000000157183","2024-08-13 15:24:30","In Progress","Qui eveniet necessitatibus est amet eos."
"49093000000172434","49093000000013007","2026-06-28 14:06:29:504","2026-06-28 14:06:29:504","49093000000157734","49093000000157185","49093000000157191","2024-10-17 15:11:24","Reassigned","Dolorum aliquid cumque iure aperiam repellat id nesciunt ea dicta officia error."
